title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product jxwth,https://example.com/H2le716E,Description 2mskV3Oye2uoljmUjJhh,157.52,232.75,32.32,75.22999999999999,56.25,Germany,14 days,Supplier 6qzIu,8,"['apxU1', 'pwtcD', 'Lkljo']","['S2Cy0', 'Fek4Z', 'LQ3lk']","['SGPd9', 'tdI6J', 'BYVId']","[915.48, 627.89, 904.7]","[212.53, 555.47, 890.68]",170,preorder,2024-11-17T06:32:17.135327,"['1oYnP', 'PpqGV', 'Zxkvd']",False,Clothing/Men,Red,Green,XL,BrandB,Female,https://picsum.photos/seed/hkNe6/600/600,https://picsum.photos/seed/GAARd/50/50,https://picsum.photos/seed/Yu5nb/150/150,c7ae26a8-3c05-47a7-aa22-230ea40a07e4,used,"['AxYDm', 'qm647', 'XzyNq']",premium,"['YdHCe', '3dUH0', 'i10US']",9ac048fa-8747-4488-a990-30f0e1637ee7,290.43,130.16,9.44,96.1,54.505197,93.250353,8363100458202,"['kPyKn', 'yD7Zg', 'gCiLu']",1.7
Product 6sKmr,https://example.com/sIt5ABhI,Description guKIwfin8fKtYhzio3M7,168.94,245.48000000000002,31.18,76.54000000000002,21.82,Canada,6 days,Supplier 5bPbv,8,"['nZpyo', 'W1Cig', '4q7jf']","['I7JaU', 'vNgjL', 'WOV49']","['RuBCP', 'F0rIG', 'a7qnW']","[739.84, 75.6, 699.89]","[112.59, 280.7, 651.28]",694,out of stock,2025-05-17T06:32:17.135423,"['bqjyB', 'IcwqN', 'imIQc']",True,Sports/Outdoor,Green,Black,M,BrandA,Unisex,https://picsum.photos/seed/zf22Y/600/600,https://picsum.photos/seed/8Iwv7/50/50,https://picsum.photos/seed/JVGxj/150/150,40e24241-4b98-4130-954a-56d720f7ac44,used,"['hCIJ6', 'GsP7n', 'Ix6dF']",standard,"['pHGQj', 'vkiTi', 'LiGEr']",deb74ca1-5fb6-411e-ae7b-f824e4c04823,365.95,116.81,108.85,31.9,52.568108,172.605156,3261414221619,"['dTrAw', 'fzrfc', '3hzj0']",1.7
Product t3GpN,https://example.com/sWa1u9wl,Description 1v9skMPH7CfQCWfBDWVr,416.62,496.5,16.09,79.88,192.59,Japan,13 days,Supplier cRoIB,40,"['NmHtn', 'GnvCM', 'icXKU']","['0Fen9', 'tTiVw', 'Q4gJQ']","['VMCRZ', 'L2QCt', 'tVFoc']","[656.35, 49.17, 971.78]","[300.81, 738.38, 718.69]",585,out of stock,2025-08-09T06:32:17.135516,"['FqHrX', 'EU0lz', 'EXr9x']",False,Sports/Outdoor,White,Blue,M,BrandA,Male,https://picsum.photos/seed/1wKgh/600/600,https://picsum.photos/seed/NGepi/50/50,https://picsum.photos/seed/GWwkL/150/150,1b1e782f-945a-49e3-a9cb-673f3dfd4fd5,used,"['0fszX', 'CSNqt', 'IbsKn']",standard,"['Tz4hH', 'YWRtP', '6cCOk']",236b1462-6194-4a60-8650-c46fb3a7ff42,386.97,43.07,40.1,41.61,-60.370572,-178.815504,6187195997394,"['mdhfr', 'Spb1n', 'iXXJr']",3.8
Product 5ASth,https://example.com/26L95xdI,Description Ev69WiHmNoqdQRZRohTp,59.48,112.93,47.33,53.45000000000001,55.11,France,10 days,Supplier wJdyu,28,"['OhhOw', 'wYlAq', 'RhdAp']","['5Cx01', 'mXm2d', 'GR40S']","['zZFL0', 'fpsIf', 'ODPEH']","[594.02, 641.67, 730.45]","[445.12, 236.57, 559.17]",407,out of stock,2024-09-26T06:32:17.135612,"['cBeqR', 'cjcJX', 'Lru2T']",False,Home/Furniture,Red,Yellow,S,BrandD,Male,https://picsum.photos/seed/lczv8/600/600,https://picsum.photos/seed/qd887/50/50,https://picsum.photos/seed/ZKltC/150/150,dc6e0696-7b20-4449-a884-023e2727b3d7,refurbished,"['L2EGQ', 'lUOxb', 'hMbBv']",standard,"['raIG2', 'wrsug', 'qI9Wx']",304e59a6-269f-459c-a5a5-ab4d691261f1,307.41,157.3,167.74,152.14,-78.415587,70.47212,0338415146027,"['PxsCh', 'tCypE', 'hIyFm']",4.6
Product MITLl,https://example.com/M5tgPc1O,Description nhJbaSS2x6P7xKia7GFW,33.19,93.4,64.46,60.21000000000001,17.42,Germany,11 days,Supplier 7xqRH,5,"['uGtcv', 'yv25F', '7aKbh']","['M4WPO', '8622Q', '4mrsq']","['fmOxD', 'Y4hyO', 'm52Zb']","[532.59, 623.44, 353.23]","[647.61, 981.61, 268.04]",536,in stock,2025-05-26T06:32:17.135762,"['Y3b51', '2L8OY', 'qI6lo']",False,Sports/Outdoor,Red,White,L,BrandD,Female,https://picsum.photos/seed/YqLlE/600/600,https://picsum.photos/seed/8AoV6/50/50,https://picsum.photos/seed/uXbe7/150/150,9865cbbe-ad68-4dc6-99b1-312cd4c1b4e9,refurbished,"['pPjAU', 'qgUX3', 'p8jqX']",premium,"['PfJwk', 'Ct8Xi', 'd7jas']",dd781b0a-4d5d-4957-b915-a4cf1223dbfa,115.82,93.11,54.73,24.42,19.745103,-4.605803,4656855825959,"['SnEEi', 'srv9v', 'G4zFw']",2.3
Product 3wMVG,https://example.com/9dYTtOm2,Description 2Wrbop0aBPnIlhlwWHHn,378.86,445.51,14.96,66.64999999999998,226.76,USA,13 days,Supplier OUxYA,46,"['TI3vN', 'p4iDG', 'RdUjP']","['cKzly', 'irCyu', 'SONyB']","['w1as6', '85h2l', 'Q1CDX']","[633.24, 686.37, 489.47]","[695.83, 167.94, 406.56]",145,preorder,2025-02-09T06:32:17.135894,"['HPjdR', 'a2HV0', 'Wf84k']",True,Clothing/Men,Black,Black,XL,BrandC,Female,https://picsum.photos/seed/vzLWd/600/600,https://picsum.photos/seed/ANGmg/50/50,https://picsum.photos/seed/Ch80f/150/150,152eb2e6-9b3c-4a57-a4cc-f162eba1aaed,new,"['AtB5E', 'ttSzi', 'kiCGV']",exclusive,"['GdPkC', 'TeVzq', 'zdKCP']",08400789-34cc-4f77-aba3-494e611ef3d3,394.18,35.3,13.48,3.38,62.934218,-153.002561,3951536479276,"['sNMmK', 'P4E42', 'm6oI9']",1.8
Product KkdZE,https://example.com/XBUbp89L,Description dYt0mrkqbibrafunQspz,264.32,362.14,27.01,97.82,87.95,France,9 days,Supplier WYZnr,40,"['JCifT', 'ViEfI', 'rESJc']","['MIFo1', 'lTFxx', 'G9YAB']","['WDd2D', 'o2gj5', 'sTWcs']","[664.8, 668.49, 948.06]","[401.19, 363.72, 390.58]",563,preorder,2025-08-18T06:32:17.136031,"['P2tec', 'SLDDf', 'VHC4g']",True,Clothing/Men,Black,Blue,XL,BrandD,Female,https://picsum.photos/seed/7LIW6/600/600,https://picsum.photos/seed/JlG5m/50/50,https://picsum.photos/seed/WPrkM/150/150,25e664aa-ddd2-4cc1-b0e1-720be3c6018a,refurbished,"['URUdX', 'tIPjB', 'VqxJf']",premium,"['KmHK8', 'Yg2xM', 'Vo4kz']",b9c4bc62-b640-41d4-833b-f72ece692842,180.25,121.38,116.34,5.64,76.392412,-46.129788,8026802545491,"['NWJuO', 'Fr7th', 'wQcBH']",2.0
Product JWPg9,https://example.com/yDFpAsmL,Description HuCG4DPpkApa88YxZ51d,225.15,231.23000000000002,2.63,6.0800000000000125,223.17,USA,7 days,Supplier 6Dc3I,16,"['GuqUd', 'Uw5tQ', 'eqFQJ']","['4zmNG', 'eGH2b', 'sK3n2']","['nIkew', 'lhQr9', 'GpuKq']","[232.91, 325.42, 369.26]","[719.68, 173.08, 989.32]",504,in stock,2025-02-09T06:32:17.136193,"['82qX8', 'PnET4', 'HgCpY']",False,Clothing/Women,Blue,Blue,M,BrandD,Unisex,https://picsum.photos/seed/nV7HG/600/600,https://picsum.photos/seed/palmJ/50/50,https://picsum.photos/seed/D0tOD/150/150,4d020f75-a6dd-454c-876c-22267ed264b4,refurbished,"['4KN60', 'I6CAb', 'KNc9b']",standard,"['2fjJf', 'mxBq5', 'xrsap']",98ef7ec0-4da3-4239-ad3a-b47e3a521d42,215.45,99.2,112.68,2.34,-27.901009,-60.518257,0949803634524,"['OPbuK', '902b9', '4Tac9']",0.7
Product mO11g,https://example.com/SrzZiXP7,Description cHeK8GqrGMHXpk822nYP,176.13,263.38,33.13,87.25,95.37,France,8 days,Supplier zyvdp,3,"['nWdQP', 'xhQsw', '2xJgf']","['VNHWz', '27BLV', 'zmjop']","['GvIyo', 'W9Cca', 'PiYUN']","[290.53, 124.27, 582.46]","[559.1, 215.72, 913.67]",422,preorder,2025-03-10T06:32:17.136358,"['creG2', 'EzkfH', 'UzT9b']",False,Sports/Outdoor,Red,Yellow,S,BrandB,Male,https://picsum.photos/seed/GDybZ/600/600,https://picsum.photos/seed/HLMg2/50/50,https://picsum.photos/seed/SYXv7/150/150,0412507c-c6af-485d-aff3-869703f88b18,new,"['QnlXw', '6X1hi', 'iuB3h']",exclusive,"['3V9Dr', 'AK7Qw', 'uKetn']",c5d329d9-f7a1-4c42-8ec1-fb22766eaf7f,322.84,7.28,66.14,170.5,0.248684,-26.100397,4016665112959,"['nGRVz', 'LXdV2', 'jailD']",2.2
Product 3Aajs,https://example.com/DwgbMOGJ,Description eOVIQSz7NBqNRqJT1apE,333.62,390.31,14.52,56.69,86.44,Germany,8 days,Supplier mJbJ5,21,"['3EJV8', 'rORaI', 'ygqyt']","['B0Dik', 'gt7bh', 'e0LrY']","['yuTi7', 'OFSZ3', 'KN3MI']","[751.9, 902.53, 555.87]","[352.68, 974.9, 341.69]",716,preorder,2025-07-06T06:32:17.136517,"['3QDHG', 'fiP3U', 'gWgVS']",True,Clothing/Men,Yellow,Black,M,BrandB,Female,https://picsum.photos/seed/LxaKM/600/600,https://picsum.photos/seed/zTJde/50/50,https://picsum.photos/seed/qZr6r/150/150,c3cc81c7-d12e-4d47-8cc7-1553868713ee,refurbished,"['elXhe', 'lIjh3', '0Cy02']",exclusive,"['MlPKh', 'LNKBb', 'u9xz5']",b66146da-9fce-46a5-86a4-10db56e53abf,135.19,9.15,143.77,93.12,-69.167519,-89.500737,2711796558513,"['K0axN', 'JD5xO', 'vzuGg']",3.7
Product sJr3A,https://example.com/paTTlRdR,Description P3xIXhV5mlOWKQqgz6Gr,124.72,208.34,40.14,83.62,24.7,Germany,6 days,Supplier X7w9N,4,"['MHCWA', '8rN9D', 'pSfcl']","['P0cU4', 'Js7l6', '3IOKQ']","['2QZ6C', 'P3pUj', 'cSh54']","[848.41, 338.06, 816.54]","[972.22, 976.86, 885.32]",424,out of stock,2025-02-04T06:32:17.136689,"['ke7Jy', 'XPz5C', 'FJghF']",False,Clothing/Women,White,White,M,BrandA,Unisex,https://picsum.photos/seed/0OXx7/600/600,https://picsum.photos/seed/NNXLx/50/50,https://picsum.photos/seed/bsGYc/150/150,101114e4-31cb-42d6-857c-42337c67342f,used,"['sP6Gj', '8bfXM', 'lUIFz']",exclusive,"['lgnwp', 'XA9YV', 'oVKFX']",30411611-f622-4614-9ef1-47df5f20255c,372.51,150.36,141.45,115.3,34.051328,82.344859,1745790885536,"['ZgNTW', 'UlJWy', 'EzLxx']",0.8
Product nu6PK,https://example.com/sQNLuKse,Description 5LP4Kl7gWuL0Y7PUMFJS,260.56,313.57,16.91,53.00999999999999,163.8,USA,1 days,Supplier OY4iY,50,"['g8OrF', 'NtFAp', 'uJXgI']","['xD7bP', 'nnDYf', 'dWpwI']","['ta2Hs', 'ETcIv', 'AD8Kt']","[717.25, 234.78, 276.57]","[374.47, 403.25, 93.39]",623,out of stock,2025-02-22T06:32:17.136843,"['i4CJa', 'pJpCp', 'TVZV2']",False,Clothing/Women,Blue,Red,M,BrandB,Female,https://picsum.photos/seed/G4n6b/600/600,https://picsum.photos/seed/hgLKi/50/50,https://picsum.photos/seed/wEsOy/150/150,1991493d-429b-4dab-8c6d-2d91d9614c7a,new,"['zFDt6', 'WQq3B', 'e1XqM']",standard,"['gBRYe', '3tLMI', 'WANl6']",d303fbf4-6c8d-40b1-ab25-12fa22f68319,306.09,13.71,9.52,31.83,-41.992295,67.895542,4254590288901,"['paPTr', '5qG6V', '1tKoz']",1.5
Product ktoyb,https://example.com/VXd9Vaod,Description 8BRmvT7Gb02dYWedCv6q,68.69,142.72,51.87,74.03,40.97,USA,1 days,Supplier brAFS,4,"['1DkB8', '17Dl2', 'SzCZE']","['tZM13', 'eREYa', 'hAq19']","['naQjp', 'knZt9', 'j5e9Q']","[716.51, 177.64, 717.47]","[889.59, 56.43, 85.78]",78,preorder,2025-06-25T06:32:17.137035,"['tH6aE', 'zW5ly', 'odkWQ']",False,Clothing/Women,Black,Red,M,BrandD,Male,https://picsum.photos/seed/JmY1T/600/600,https://picsum.photos/seed/nohLS/50/50,https://picsum.photos/seed/b97Py/150/150,e5652a4c-8af2-4fa0-b220-cfcf396aea6f,used,"['rKeHE', 'UGpM6', '7k7sL']",standard,"['FgbVd', 'xhbtF', 'BleZ1']",aaec9e20-d85c-4b8e-aa28-5721b487327d,409.36,145.19,9.22,139.9,-51.98185,126.994712,6778435456604,"['DLxyj', 'vFlcU', 'ubbTN']",3.9
Product 9gXc6,https://example.com/LcQQACvh,Description VEvsPlIiAh9PrMb69JQR,8.72,52.85,83.5,44.13,4.8,Japan,2 days,Supplier 3tumw,7,"['Bq9Q8', 'JZXRc', 'PSnZF']","['wRkbq', 'DxcoA', 'kOFco']","['a2u4T', 'n16fo', 'pHtro']","[363.51, 453.09, 570.53]","[993.15, 662.73, 34.86]",889,out of stock,2025-09-04T06:32:17.137176,"['hMJDr', 'V7fEO', 'pv1L5']",True,Home/Furniture,Red,Blue,L,BrandC,Female,https://picsum.photos/seed/qiOcU/600/600,https://picsum.photos/seed/CFm21/50/50,https://picsum.photos/seed/fv4WF/150/150,80a07b02-32ed-468c-80c8-4b01591c7c21,refurbished,"['Da4Gq', '8QFkg', 'sPY18']",standard,"['Bvn0i', 'KVRyY', 'JaJlf']",d311442d-4a18-47cc-82f6-84b74173941e,12.32,134.36,196.7,16.15,39.861457,31.248534,4215565236962,"['N74Mw', 'QFrhT', 'SMq8Q']",2.7
Product mBW19,https://example.com/qFNmVY04,Description qUWe5fsWL2RkpzZ72XU1,270.98,312.01,13.15,41.02999999999997,185.73,Japan,8 days,Supplier pXyiV,12,"['i4d42', 'TW6y4', 'u2aSi']","['ozNR9', 'nKyMu', 'PXZv7']","['jea6a', 'TwUFS', 'wjBBu']","[542.92, 5.73, 945.23]","[372.86, 686.11, 991.58]",711,preorder,2025-08-14T06:32:17.137321,"['0RCdO', 'SbJWs', 'cVfzA']",True,Clothing/Women,Red,Black,S,BrandA,Female,https://picsum.photos/seed/R2cmA/600/600,https://picsum.photos/seed/d4EDA/50/50,https://picsum.photos/seed/JgP26/150/150,a52765f8-d615-41a9-a95e-8a4e8aa201b0,new,"['ZqOb2', 'MU7zg', 'hsBQV']",standard,"['jiUNR', 'f4C1D', 'jxUHl']",2617ebcc-b8b7-4f29-8b26-e49f183f78f9,217.23,51.82,178.11,60.85,4.458924,129.55436,1358027114231,"['fy64T', 'xaXNb', 'kPCzi']",4.2
Product srBAa,https://example.com/f0twM4jb,Description HHXrOJPNj7obQJSsR1ob,356.87,433.05,17.59,76.18,205.78,Germany,6 days,Supplier 7ILOI,40,"['B961X', 'wGxr6', 'Zim3l']","['N1oUn', '9Pbmh', 'ypupD']","['0bemF', 'lypi1', 'fPpJu']","[469.92, 793.88, 89.32]","[465.18, 245.26, 644.14]",831,preorder,2024-11-10T06:32:17.137500,"['1aG9l', 'lnTux', 'DQTMU']",True,Clothing/Men,Red,Black,M,BrandB,Male,https://picsum.photos/seed/LEqs9/600/600,https://picsum.photos/seed/R9oiF/50/50,https://picsum.photos/seed/oFEyV/150/150,2c2edcdb-111b-4c39-a6bf-f7b33122edb2,used,"['oC9dn', 'GROWv', 'yticN']",standard,"['yfQCH', 'TDIdf', 'fYeML']",927a058c-6929-4734-b0d2-5b86b4ff4ef8,372.04,14.55,50.23,149.19,8.451915,160.653877,1090892096692,"['IPeOx', 'pOXYM', 'ZoFhR']",1.8
Product syG1x,https://example.com/mDkLUpMo,Description eeTNDsqNq3PJUYJC7PHK,69.83,132.57,47.33,62.739999999999995,66.1,France,1 days,Supplier ESMoX,6,"['wGQTT', '9qk0B', 'Q6NHU']","['necsx', 'Sg3RW', 'x4rUW']","['KdrfI', 'TysGB', 'AvzLb']","[859.85, 544.8, 255.01]","[189.86, 588.64, 861.32]",434,preorder,2025-07-22T06:32:17.137678,"['xEDdi', 'nWyhY', 'Jr8GU']",False,Clothing/Women,Blue,Black,S,BrandD,Female,https://picsum.photos/seed/opnbV/600/600,https://picsum.photos/seed/iu9CS/50/50,https://picsum.photos/seed/6eiW5/150/150,c5092134-b4cb-47a6-8f3e-df679815efc7,new,"['pkhSn', 'GlIyW', 'KkGx2']",premium,"['tsQLp', 'RHUhu', 'V3PfE']",e80a7680-3a41-46fe-9a53-669bb8dcb4a0,26.61,91.99,69.72,69.29,-30.954482,-102.499135,7269688947583,"['edQbL', '385QV', 'ch8sl']",2.4
Product 028Lr,https://example.com/in44NkLj,Description YTZoIHECDutKCHY34Tlv,67.78,74.97,9.59,7.189999999999998,46.85,France,12 days,Supplier rLOx1,48,"['yOm2j', 'kdt3L', 'XFbYl']","['0hct2', 'ZKAuy', 'bSFmk']","['HPcvk', 'I3KKp', 'LZrjL']","[705.86, 504.13, 684.23]","[165.41, 839.85, 30.69]",635,preorder,2025-08-21T06:32:17.137981,"['qqMnH', '2dccG', 'QOtUT']",False,Clothing/Women,Blue,Green,M,BrandB,Female,https://picsum.photos/seed/cxggU/600/600,https://picsum.photos/seed/wN6Dr/50/50,https://picsum.photos/seed/lkTYa/150/150,f95e091f-ad41-4e08-b4ef-f6537737a75c,refurbished,"['aA35s', 'jNLzB', 'Wu7DA']",standard,"['ChRJ3', 'kSfbF', 'Bw1vd']",ea978fc9-d5cc-4ea9-91df-c052a58c5c57,220.73,54.69,52.38,103.26,9.973537,-77.242194,6219638362695,"['1KGXY', 'GdDCD', 'NyrL9']",1.8
Product a4WV3,https://example.com/eN9OTjBf,Description 6vesXlBoe79lmSutjOPU,46.35,126.16999999999999,63.26,79.82,37.62,Canada,6 days,Supplier 3A8gA,42,"['mV2tx', 'Bq7lB', 'BBoNM']","['SGjrT', 'wbmOM', 'ab0TP']","['8zvqv', 'VoWPg', 'x6RHx']","[382.32, 986.66, 843.21]","[579.99, 154.3, 585.38]",79,in stock,2025-04-20T06:32:17.138153,"['mVSUD', 'kWv2Q', 'h7hyo']",False,Sports/Outdoor,Red,White,XL,BrandD,Male,https://picsum.photos/seed/DbgWT/600/600,https://picsum.photos/seed/Jjzoc/50/50,https://picsum.photos/seed/5vDhs/150/150,75a13ecc-f26b-4dd5-9857-ac604317e78a,new,"['f1rew', 'uJM1v', '6yOtd']",premium,"['mirmr', 'mZoN0', 'zyyE5']",79a6189f-89a4-445c-aea3-a2b0b1d63c52,168.14,38.57,145.06,79.32,-68.6378,-150.192347,1194644647993,"['X0Jql', 'ouWcE', '8Au0r']",4.5
Product m7ltL,https://example.com/VXUZwTxa,Description wun4rDvPfmoUQjEqcfIR,368.7,458.88,19.65,90.18,286.32,Germany,7 days,Supplier VtIqG,19,"['PHfxH', 'ePT9v', 'vWL8N']","['78mES', 'lqSIi', 'MVLZa']","['6SRaj', 'IfoRh', 'OtPtr']","[849.12, 635.67, 608.5]","[165.24, 278.9, 706.9]",43,out of stock,2024-10-12T06:32:17.138318,"['g8e7D', 'JhgPi', 'tQ2Z2']",False,Clothing/Women,Black,Black,S,BrandD,Female,https://picsum.photos/seed/l98HE/600/600,https://picsum.photos/seed/DaY4Z/50/50,https://picsum.photos/seed/t6Vd4/150/150,18e84f24-25f3-4700-b8c6-57e6fa6724fe,refurbished,"['zEHpp', 'w2Aop', 'Mry9c']",exclusive,"['uAxdy', 'IYjhj', 'g3nUa']",440c6b60-3f71-448d-b474-b9e611467889,236.82,176.36,143.68,199.24,-41.289859,32.918133,6399067969193,"['YWR1D', '6Z0fq', 'UVRdf']",3.0
Product w9MBW,https://example.com/x6uOmjhr,Description NbklYdvqt3X1pFRnYcom,368.77,375.16999999999996,1.71,6.399999999999977,27.78,Japan,5 days,Supplier 5Y6HP,38,"['9meWx', '9tgH9', '08ZjX']","['BJKVa', 'Dpv5I', 'COisR']","['BfAPB', 'H7tq4', '1B8uT']","[528.11, 684.52, 25.84]","[426.33, 879.08, 469.43]",478,out of stock,2025-04-30T06:32:17.138485,"['P8vSN', 'Dujlo', '1fEaT']",False,Clothing/Women,Yellow,White,L,BrandD,Female,https://picsum.photos/seed/5oXUa/600/600,https://picsum.photos/seed/ajKJi/50/50,https://picsum.photos/seed/mY1qm/150/150,ce52ccfd-26fa-45d8-99f7-7c11fb124796,used,"['zYMhI', 'A9FsT', 'dbZ3v']",standard,"['8Qovs', 'QjmFZ', 'IJc8B']",cedcbea4-5e31-47d0-90a9-b380da809c2f,152.52,148.45,65.8,59.31,48.783392,105.870741,4778517125029,"['216xd', 'g1fhX', 'xOMTQ']",3.8
Product CXxLy,https://example.com/qkyZlPOg,Description lf6XuqfAbV3YUYLbZo1C,73.26,86.48,15.29,13.219999999999999,25.15,Canada,12 days,Supplier lvY1N,39,"['D6ZbD', 'GeBTF', 'Cp9rw']","['bngJM', '3ABGQ', 'aoCDR']","['SYfCc', 'EWPGY', 'ENQK9']","[810.21, 620.43, 306.4]","[773.17, 5.83, 939.18]",896,out of stock,2025-03-25T06:32:17.138587,"['lNjOd', '1d8Xl', 'Yh9yt']",True,Clothing/Women,Yellow,Green,XL,BrandC,Female,https://picsum.photos/seed/zGQl9/600/600,https://picsum.photos/seed/a0FXw/50/50,https://picsum.photos/seed/90la5/150/150,de57d6e1-b749-4946-9b97-d7dab9b1efc9,refurbished,"['2RvXl', 'SjkfG', 'WpFi7']",standard,"['9PyVG', 'bYR0Q', 'U3mpK']",c778a772-84a0-4c9d-88ce-a631707d1c7e,211.74,43.42,4.08,119.66,48.769454,125.868922,8881281930566,"['gqEB8', 'hdXHv', 'Lpa5Y']",3.8
Product 1z2ab,https://example.com/X4Ypuism,Description SKL4wQ8a31pisCKIZ1ez,255.02,343.29,25.71,88.27000000000001,210.08,USA,2 days,Supplier j1cEA,11,"['2Ij4R', '8JkOa', 'HFQnh']","['GdIXG', '2MHni', 'gH86c']","['0mu6M', 'Ym3j3', 'AtbSD']","[731.02, 193.81, 126.4]","[128.16, 830.29, 896.32]",704,in stock,2024-11-25T06:32:17.138685,"['LNnSk', 'FhJk2', 'Nq3JN']",True,Sports/Outdoor,White,Yellow,S,BrandB,Unisex,https://picsum.photos/seed/6rScE/600/600,https://picsum.photos/seed/vGjhJ/50/50,https://picsum.photos/seed/7X8fb/150/150,2cc435c0-3767-4938-8418-7398b2a52aab,refurbished,"['vfcTL', '0RfaF', 'xvMI9']",standard,"['B3b5I', 'NCCus', 'FaPnP']",a2897679-55c0-4c8d-9858-c83f2c56d3c9,183.33,125.28,97.0,40.52,69.011055,-130.002357,1411687666898,"['oPQdp', 'sgLKg', '9sNbs']",0.5
Product 2KcQs,https://example.com/JRiJDtyF,Description 1A8bRLMrT89NKWNHaXQg,22.44,25.130000000000003,10.7,2.6900000000000013,7.95,Canada,10 days,Supplier u47Hp,27,"['1zcIs', 'Y52YS', 'DaL1k']","['o8gti', 'rYACH', 'AjojM']","['Cwoww', 'lvDV0', '7yrc7']","[402.97, 973.3, 879.01]","[837.72, 685.45, 933.96]",529,in stock,2025-09-19T06:32:17.138779,"['34npd', 'S6UGz', 'hpzgG']",True,Clothing/Women,Green,Blue,M,BrandA,Unisex,https://picsum.photos/seed/tBGvl/600/600,https://picsum.photos/seed/UZbco/50/50,https://picsum.photos/seed/dzfMk/150/150,17a91392-0966-4a66-9c2e-bcc8256d32e4,refurbished,"['uAkvD', 'zIefV', 'd9aMr']",exclusive,"['J3Uhe', 'u6sQR', 'y5LVq']",2b4da936-75ca-4863-b69e-f03c22dce181,171.65,161.95,122.5,119.32,14.13925,-15.112425,8106654269439,"['3b9Zp', 'oXYxr', 'I27WX']",3.3
Product 6zO7X,https://example.com/JPn0abjV,Description 15x96wow9FFbvA9XLhki,275.37,346.82,20.6,71.44999999999999,63.74,Canada,6 days,Supplier MoBcx,5,"['OHsw3', 'Yhgel', 'Dhyr4']","['js4iV', 'qLyXm', 'dowtD']","['JYP9z', 'qRgX0', 'WLmv6']","[843.62, 121.9, 265.36]","[133.59, 88.2, 633.28]",468,in stock,2024-12-14T06:32:17.138871,"['4PYoU', 'zXV6t', '2vCvn']",True,Clothing/Men,Red,White,L,BrandB,Female,https://picsum.photos/seed/YuPV5/600/600,https://picsum.photos/seed/3UrNd/50/50,https://picsum.photos/seed/tVZcr/150/150,3b540cc7-f2dc-422d-92a2-b57b150b878d,new,"['B2zcl', 'bJNDz', 'XpDeu']",standard,"['MZRQY', 'zHK4t', 'aVVJV']",858e6287-4f00-4ae9-b96c-20fed81b3b83,226.95,99.41,136.16,131.26,-28.386272,53.196073,0099057614134,"['0RlJu', 'lGeKw', 'dLQYW']",1.3
Product RSNSq,https://example.com/ihl6sGMq,Description P1JuPJFG0DTKQRAjEAjr,22.59,112.84,79.98,90.25,1.23,Japan,12 days,Supplier VqzCF,27,"['3QIr1', 'JBwfz', 'qcaew']","['NioLd', '1RVHK', '6n0ry']","['zch2b', 'DBjQu', 'UggdF']","[600.08, 249.47, 745.94]","[322.63, 670.14, 220.07]",653,in stock,2025-01-26T06:32:17.138977,"['wjhUl', 'AwX7H', 'Jy3WT']",False,Electronics/Phones,White,Red,L,BrandA,Male,https://picsum.photos/seed/brVK2/600/600,https://picsum.photos/seed/JzlXS/50/50,https://picsum.photos/seed/NrFcD/150/150,decb92ff-bc94-4165-9af8-e0f885b2c050,used,"['LjAvR', 'V9WgA', 'aqSDl']",exclusive,"['mzaXi', 'tHeUc', 'sI7CL']",caa3a003-9cd3-40ca-ad23-182c5fba18b6,172.23,36.66,114.4,118.88,55.719652,-178.092743,4664890278879,"['1WiDd', 'Os8WZ', 'rPJW3']",0.1
Product 223xk,https://example.com/cAVMfil5,Description z99yBbiIJv24ppEnWbo7,254.95,280.59999999999997,9.14,25.649999999999977,6.26,Japan,12 days,Supplier GFdu8,41,"['ToWKK', 'ztnGL', 'QPqDt']","['uwr3M', 'Wyqz8', 'sCL3t']","['mBHdn', 'lINRH', 'cHnDO']","[430.51, 162.63, 36.23]","[741.49, 211.15, 753.01]",591,out of stock,2025-01-31T06:32:17.139069,"['11ajW', 'DZNCf', '6iwcO']",True,Sports/Outdoor,Yellow,Blue,XL,BrandC,Unisex,https://picsum.photos/seed/Th6zn/600/600,https://picsum.photos/seed/rHsqC/50/50,https://picsum.photos/seed/qtPTq/150/150,114e3748-bfbb-4e60-b069-4fc710ee2b91,new,"['w3IfD', 'RMpUs', 'NdrI2']",premium,"['O1XB4', '6eeVO', 'E9Zh3']",233433ce-ad9a-4571-acfc-b41fb4f3bd25,332.07,120.45,12.86,127.26,-3.816432,-76.149435,7258567378379,"['vrhH9', 'gA7ON', 'lK5rC']",2.0
